views,comments,shares,likes,duration,captions,hashtags,created_at,created_day,created_month,created_year,tokenized_captions,filtered_captions,caption_length,split_hashtags
6600000,505,1492,6789,29,Never had a bed this comfy before  learnfromkhaby  comic Anna,"learnfromkhaby, comic",2023-05-09,Tuesday,May,2023,"['Never', 'had', 'a', 'bed', 'this', 'comfy', 'before', 'learnfromkhaby', 'comic', 'Anna']","['Never', 'bed', 'comfy', 'learnfromkhaby', 'comic', 'Anna']",61,"['learnfromkhaby', 'comic']"
23100000,9927,3934,1300000,34,next time you brake the glass youll clean up learnfromkhaby  comic ,"learnfromkhaby, comic",2023-05-06,Saturday,May,2023,"['next', 'time', 'you', 'brake', 'the', 'glass', 'youll', 'clean', 'up', 'learnfromkhaby', 'comic']","['next', 'time', 'brake', 'glass', 'youll', 'clean', 'learnfromkhaby', 'comic']",67,"['learnfromkhaby', 'comic']"
15500000,112,6041,1600000,59,What power would you like to have if you were a superhero   guardiansofthegalaxyvolume3 learnfromkhaby  prattprattpratt zoesaldana Disney Italia Marvel Entertainment,"guardiansofthegalaxyvolume3, learnfromkhaby",2023-05-05,Friday,May,2023,"['What', 'power', 'would', 'you', 'like', 'to', 'have', 'if', 'you', 'were', 'a', 'superhero', 'guardiansofthegalaxyvolume3', 'learnfromkhaby', 'prattprattpratt', 'zoesaldana', 'Disney', 'Italia', 'Marvel', 'Entertainment']","['power', 'would', 'like', 'superhero', 'guardiansofthegalaxyvolume3', 'learnfromkhaby', 'prattprattpratt', 'zoesaldana', 'Disney', 'Italia', 'Marvel', 'Entertainment']",165,"['guardiansofthegalaxyvolume3', 'learnfromkhaby']"
59800000,293,158,6100000,32,Dont worry youll try again next time learnfromkhaby comic ,"learnfromkhaby, comic",2023-05-04,Thursday,May,2023,"['Dont', 'worry', 'youll', 'try', 'again', 'next', 'time', 'learnfromkhaby', 'comic']","['Dont', 'worry', 'youll', 'try', 'next', 'time', 'learnfromkhaby', 'comic']",58,"['learnfromkhaby', 'comic']"
18600000,8951,2125,1700000,29,Bro I think we should both improve our aim  dontlearnfromkhaby  comic ,"dontlearnfromkhaby, comic",2023-05-02,Tuesday,May,2023,"['Bro', 'I', 'think', 'we', 'should', 'both', 'improve', 'our', 'aim', 'dontlearnfromkhaby', 'comic']","['Bro', 'think', 'improve', 'aim', 'dontlearnfromkhaby', 'comic']",70,"['dontlearnfromkhaby', 'comic']"
9800000,121,4373,9526,28,Dont worry little girl every little thing is gonna be alright   Whats the song that makes you feel happy learnfromkhaby  comic ,"learnfromkhaby, comic",2023-04-27,Thursday,April,2023,"['Dont', 'worry', 'little', 'girl', 'every', 'little', 'thing', 'is', 'gon', 'na', 'be', 'alright', 'Whats', 'the', 'song', 'that', 'makes', 'you', 'feel', 'happy', 'learnfromkhaby', 'comic']","['Dont', 'worry', 'little', 'girl', 'every', 'little', 'thing', 'gon', 'na', 'alright', 'Whats', 'song', 'makes', 'feel', 'happy', 'learnfromkhaby', 'comic']",127,"['learnfromkhaby', 'comic']"
7100000,143,459,6219,15,After all this way I have to come back home  learnfromkhaby  comic,"learnfromkhaby, comic",2023-04-26,Wednesday,April,2023,"['After', 'all', 'this', 'way', 'I', 'have', 'to', 'come', 'back', 'home', 'learnfromkhaby', 'comic']","['way', 'come', 'back', 'home', 'learnfromkhaby', 'comic']",66,"['learnfromkhaby', 'comic']"
8100000,4823,1,7128,29,Desculpe irmo mas agora voc est por sua conta  Sorry brother but now you are on your own  dontlearnfromkhaby  comic ,"dontlearnfromkhaby, comic",2023-04-24,Monday,April,2023,"['Desculpe', 'irmo', 'mas', 'agora', 'voc', 'est', 'por', 'sua', 'conta', 'Sorry', 'brother', 'but', 'now', 'you', 'are', 'on', 'your', 'own', 'dontlearnfromkhaby', 'comic']","['Desculpe', 'irmo', 'mas', 'agora', 'voc', 'est', 'por', 'sua', 'conta', 'Sorry', 'brother', 'dontlearnfromkhaby', 'comic']",116,"['dontlearnfromkhaby', 'comic']"
9400000,155,4191,1100000,84,you cant cheat the magic of singing in the shower  learnfromkhaby  comic,"learnfromkhaby, comic",2023-04-23,Sunday,April,2023,"['you', 'cant', 'cheat', 'the', 'magic', 'of', 'singing', 'in', 'the', 'shower', 'learnfromkhaby', 'comic']","['cant', 'cheat', 'magic', 'singing', 'shower', 'learnfromkhaby', 'comic']",72,"['learnfromkhaby', 'comic']"
9700000,167,4361,906,24,Next Please not me  dontlearnfromkhaby  comic donottrythisathome ,"dontlearnfromkhaby, comic, donottrythisathome",2023-04-21,Friday,April,2023,"['Next', 'Please', 'not', 'me', 'dontlearnfromkhaby', 'comic', 'donottrythisathome']","['Next', 'Please', 'dontlearnfromkhaby', 'comic', 'donottrythisathome']",65,"['dontlearnfromkhaby', 'comic', 'donottrythisathome']"
150900000,895,477,12000000,41,my brother I can give you an apron for your birthday  learnfromkhaby  comic ,"learnfromkhaby, comic",2023-04-19,Wednesday,April,2023,"['my', 'brother', 'I', 'can', 'give', 'you', 'an', 'apron', 'for', 'your', 'birthday', 'learnfromkhaby', 'comic']","['brother', 'give', 'apron', 'birthday', 'learnfromkhaby', 'comic']",76,"['learnfromkhaby', 'comic']"
31600000,152,6905,3500000,36,I like this alternative method of turning off the light  How would you do it The best video will be posted in my stories Tag me and use the hashtag turnthelightwithkhaby,turnthelightwithkhaby,2023-04-17,Monday,April,2023,"['I', 'like', 'this', 'alternative', 'method', 'of', 'turning', 'off', 'the', 'light', 'How', 'would', 'you', 'do', 'it', 'The', 'best', 'video', 'will', 'be', 'posted', 'in', 'my', 'stories', 'Tag', 'me', 'and', 'use', 'the', 'hashtag', 'turnthelightwithkhaby']","['like', 'alternative', 'method', 'turning', 'light', 'would', 'best', 'video', 'posted', 'stories', 'Tag', 'use', 'hashtag', 'turnthelightwithkhaby']",169,['turnthelightwithkhaby']
128900000,63,27,11700000,33,Car VS Khaby ZERO  ONE  learnfromkhaby comic,"learnfromkhaby, comic",2023-04-15,Saturday,April,2023,"['Car', 'VS', 'Khaby', 'ZERO', 'ONE', 'learnfromkhaby', 'comic']","['Car', 'VS', 'Khaby', 'ZERO', 'ONE', 'learnfromkhaby', 'comic']",44,"['learnfromkhaby', 'comic']"
9500000,948,2344,8214,17,I asked my friend to take the picture from a little higher up  learnfromkhaby comic,"learnfromkhaby, comic",2023-04-13,Thursday,April,2023,"['I', 'asked', 'my', 'friend', 'to', 'take', 'the', 'picture', 'from', 'a', 'little', 'higher', 'up', 'learnfromkhaby', 'comic']","['asked', 'friend', 'take', 'picture', 'little', 'higher', 'learnfromkhaby', 'comic']",83,"['learnfromkhaby', 'comic']"
6700000,2403,1623,4672,8,bro next time wed better go by car  dontlearnfrommybro  comic ,"dontlearnfrommybro, comic",2023-04-12,Wednesday,April,2023,"['bro', 'next', 'time', 'wed', 'better', 'go', 'by', 'car', 'dontlearnfrommybro', 'comic']","['bro', 'next', 'time', 'wed', 'better', 'go', 'car', 'dontlearnfrommybro', 'comic']",62,"['dontlearnfrommybro', 'comic']"
11500000,162,4002,1200000,42,When everything around you looks damn gta  dontlearnfromkhaby  comic Would you like to watch a second part of Khaby in GTA mode ,"gta, dontlearnfromkhaby, comic",2023-04-07,Friday,April,2023,"['When', 'everything', 'around', 'you', 'looks', 'damn', 'gta', 'dontlearnfromkhaby', 'comic', 'Would', 'you', 'like', 'to', 'watch', 'a', 'second', 'part', 'of', 'Khaby', 'in', 'GTA', 'mode']","['everything', 'around', 'looks', 'damn', 'gta', 'dontlearnfromkhaby', 'comic', 'Would', 'like', 'watch', 'second', 'part', 'Khaby', 'GTA', 'mode']",128,"['gta', 'dontlearnfromkhaby', 'comic']"
11100000,119,4767,9547,19,Happily Ever After   learnfromkhaby comic,"learnfromkhaby, comic",2023-04-04,Tuesday,April,2023,"['Happily', 'Ever', 'After', 'learnfromkhaby', 'comic']","['Happily', 'Ever', 'learnfromkhaby', 'comic']",41,"['learnfromkhaby', 'comic']"
51600000,152,5583,2700000,28,Sometimes the easiest way is the fastest way  learnfromkhaby  comic,"learnfromkhaby, comic",2023-04-03,Monday,April,2023,"['Sometimes', 'the', 'easiest', 'way', 'is', 'the', 'fastest', 'way', 'learnfromkhaby', 'comic']","['Sometimes', 'easiest', 'way', 'fastest', 'way', 'learnfromkhaby', 'comic']",67,"['learnfromkhaby', 'comic']"
28200000,166,8909,3100000,28,Someday when I have more time I will try  I promiselearnfromkhaby comic ,"learnfromkhaby, comic",2023-03-31,Friday,March,2023,"['Someday', 'when', 'I', 'have', 'more', 'time', 'I', 'will', 'try', 'I', 'promiselearnfromkhaby', 'comic']","['Someday', 'time', 'try', 'promiselearnfromkhaby', 'comic']",72,"['learnfromkhaby', 'comic']"
14900000,9713,3414,1300000,39,Bro you could have spent that time sleeping  spleepingmask learnfromkhaby,"spleepingmask, learnfromkhaby",2023-03-27,Monday,March,2023,"['Bro', 'you', 'could', 'have', 'spent', 'that', 'time', 'sleeping', 'spleepingmask', 'learnfromkhaby']","['Bro', 'could', 'spent', 'time', 'sleeping', 'spleepingmask', 'learnfromkhaby']",73,"['spleepingmask', 'learnfromkhaby']"
10200000,169,3142,1100000,61,Let me teach you some Italian culture  italianfood  learnfromkhaby,"italianfood, learnfromkhaby",2023-03-22,Wednesday,March,2023,"['Let', 'me', 'teach', 'you', 'some', 'Italian', 'culture', 'italianfood', 'learnfromkhaby']","['Let', 'teach', 'Italian', 'culture', 'italianfood', 'learnfromkhaby']",66,"['italianfood', 'learnfromkhaby']"
53100000,177,10,3900000,30,hey bro if you keep cutting potatoes like that you wont have anything left learnfromkhaby  comic nowastefood ,"learnfromkhaby, comic, nowastefood",2023-03-18,Saturday,March,2023,"['hey', 'bro', 'if', 'you', 'keep', 'cutting', 'potatoes', 'like', 'that', 'you', 'wont', 'have', 'anything', 'left', 'learnfromkhaby', 'comic', 'nowastefood']","['hey', 'bro', 'keep', 'cutting', 'potatoes', 'like', 'wont', 'anything', 'left', 'learnfromkhaby', 'comic', 'nowastefood']",109,"['learnfromkhaby', 'comic', 'nowastefood']"
11400000,141,2409,814,42,First day of work on site  dontlearnfromkhaby work comic ,"dontlearnfromkhaby, work, comic",2023-03-15,Wednesday,March,2023,"['First', 'day', 'of', 'work', 'on', 'site', 'dontlearnfromkhaby', 'work', 'comic']","['First', 'day', 'work', 'site', 'dontlearnfromkhaby', 'work', 'comic']",57,"['dontlearnfromkhaby', 'work', 'comic']"
5000000,104,1215,3426,105,I was so happy to go to the Oscars night I was the first one to enter the hall and while everyone was inside having drinks I was thinking that until yesterday I was a bricklayer and dreaming of being an actor and making movies and last night I found myself at the Oscars night I still have to realize it I just want to say one thing dreams come true if you really believe in them oscars ,oscars,2023-03-13,Monday,March,2023,"['I', 'was', 'so', 'happy', 'to', 'go', 'to', 'the', 'Oscars', 'night', 'I', 'was', 'the', 'first', 'one', 'to', 'enter', 'the', 'hall', 'and', 'while', 'everyone', 'was', 'inside', 'having', 'drinks', 'I', 'was', 'thinking', 'that', 'until', 'yesterday', 'I', 'was', 'a', 'bricklayer', 'and', 'dreaming', 'of', 'being', 'an', 'actor', 'and', 'making', 'movies', 'and', 'last', 'night', 'I', 'found', 'myself', 'at', 'the', 'Oscars', 'night', 'I', 'still', 'have', 'to', 'realize', 'it', 'I', 'just', 'want', 'to', 'say', 'one', 'thing', 'dreams', 'come', 'true', 'if', 'you', 'really', 'believe', 'in', 'them', 'oscars']","['happy', 'go', 'Oscars', 'night', 'first', 'one', 'enter', 'hall', 'everyone', 'inside', 'drinks', 'thinking', 'yesterday', 'bricklayer', 'dreaming', 'actor', 'making', 'movies', 'last', 'night', 'found', 'Oscars', 'night', 'still', 'realize', 'want', 'say', 'one', 'thing', 'dreams', 'come', 'true', 'really', 'believe', 'oscars']",387,['oscars']
9000000,123,173,6479,56,a great honor to be invited to the incredible night of the oscars ,oscars,2023-03-12,Sunday,March,2023,"['a', 'great', 'honor', 'to', 'be', 'invited', 'to', 'the', 'incredible', 'night', 'of', 'the', 'oscars']","['great', 'honor', 'invited', 'incredible', 'night', 'oscars']",66,['oscars']
3500000,3792,697,2159,14,Best Birthday Party ever   Thank you for all the good wishes You have made my day  learnfromkhaby comic,"learnfromkhaby, comic",2023-03-09,Thursday,March,2023,"['Best', 'Birthday', 'Party', 'ever', 'Thank', 'you', 'for', 'all', 'the', 'good', 'wishes', 'You', 'have', 'made', 'my', 'day', 'learnfromkhaby', 'comic']","['Best', 'Birthday', 'Party', 'ever', 'Thank', 'good', 'wishes', 'made', 'day', 'learnfromkhaby', 'comic']",103,"['learnfromkhaby', 'comic']"
23100000,132,9769,2400000,23,This technique works really EVERYWHERE dontlearnfromkhaby  comic ,"dontlearnfromkhaby, comic",2023-03-06,Monday,March,2023,"['This', 'technique', 'works', 'really', 'EVERYWHERE', 'dontlearnfromkhaby', 'comic']","['technique', 'works', 'really', 'EVERYWHERE', 'dontlearnfromkhaby', 'comic']",65,"['dontlearnfromkhaby', 'comic']"
9500000,12,3262,7832,14,First day as a video reporter  learnfromkhaby comic,"learnfromkhaby, comic",2023-03-04,Saturday,March,2023,"['First', 'day', 'as', 'a', 'video', 'reporter', 'learnfromkhaby', 'comic']","['First', 'day', 'video', 'reporter', 'learnfromkhaby', 'comic']",51,"['learnfromkhaby', 'comic']"
65300000,439,389,8000000,22,Bro I go with your flow  learnfromkhaby comic ,"learnfromkhaby, comic",2023-03-01,Wednesday,March,2023,"['Bro', 'I', 'go', 'with', 'your', 'flow', 'learnfromkhaby', 'comic']","['Bro', 'go', 'flow', 'learnfromkhaby', 'comic']",46,"['learnfromkhaby', 'comic']"
33900000,187,125,2800000,30,You cant cheat Prof Khaby learnfromkhaby,learnfromkhaby,2023-02-16,Thursday,February,2023,"['You', 'cant', 'cheat', 'Prof', 'Khaby', 'learnfromkhaby']","['cant', 'cheat', 'Prof', 'Khaby', 'learnfromkhaby']",40,['learnfromkhaby']
5100000,136,1142,2852,22,Lost in endless dunes the wind howls fiercely Yet we press on for the greatest journeys require the strongest wills Our new YouTube adventure awaits Discover more in my Official Youtube Channel  learnfromkhaby  KhabyVlog,"learnfromkhaby, khabyvlog",2023-02-14,Tuesday,February,2023,"['Lost', 'in', 'endless', 'dunes', 'the', 'wind', 'howls', 'fiercely', 'Yet', 'we', 'press', 'on', 'for', 'the', 'greatest', 'journeys', 'require', 'the', 'strongest', 'wills', 'Our', 'new', 'YouTube', 'adventure', 'awaits', 'Discover', 'more', 'in', 'my', 'Official', 'Youtube', 'Channel', 'learnfromkhaby', 'KhabyVlog']","['Lost', 'endless', 'dunes', 'wind', 'howls', 'fiercely', 'Yet', 'press', 'greatest', 'journeys', 'require', 'strongest', 'wills', 'new', 'YouTube', 'adventure', 'awaits', 'Discover', 'Official', 'Youtube', 'Channel', 'learnfromkhaby', 'KhabyVlog']",220,"['learnfromkhaby', 'khabyvlog']"
3200000,4666,1092,2433,22,In this difficult time our thoughts and prayers are with those affected by the earthquake in Syria and Turkey   helpsyria  helpturkey ,"helpsyria, helpturkey",2023-02-13,Monday,February,2023,"['In', 'this', 'difficult', 'time', 'our', 'thoughts', 'and', 'prayers', 'are', 'with', 'those', 'affected', 'by', 'the', 'earthquake', 'in', 'Syria', 'and', 'Turkey', 'helpsyria', 'helpturkey']","['difficult', 'time', 'thoughts', 'prayers', 'affected', 'earthquake', 'Syria', 'Turkey', 'helpsyria', 'helpturkey']",134,"['helpsyria', 'helpturkey']"
13600000,7471,2063,1600000,37,Treat others as you wish to be treated  helpturkey,helpturkey,2023-02-13,Monday,February,2023,"['Treat', 'others', 'as', 'you', 'wish', 'to', 'be', 'treated', 'helpturkey']","['Treat', 'others', 'wish', 'treated', 'helpturkey']",50,['helpturkey']
8900000,105,2941,8434,26,Dear Drake we will never go to a party together again Credit maxgoodrich ,"learnfromkhaby, learnontiktok",2023-02-11,Saturday,February,2023,"['Dear', 'Drake', 'we', 'will', 'never', 'go', 'to', 'a', 'party', 'together', 'again', 'Credit', 'maxgoodrich']","['Dear', 'Drake', 'never', 'go', 'party', 'together', 'Credit', 'maxgoodrich']",73,"['learnfromkhaby', 'learnontiktok']"
6900000,4704,1209,4964,38,it was so difficult to go in reverselearnfromkhaby,learnfromkhaby,2023-02-06,Monday,February,2023,"['it', 'was', 'so', 'difficult', 'to', 'go', 'in', 'reverselearnfromkhaby']","['difficult', 'go', 'reverselearnfromkhaby']",50,['learnfromkhaby']
223700000,23,684,1500000,44,Win a chance to be in a TikTok with me All you have to do is 1 guess how many times State Farm Stadium could be mentioned during the Big Game in the comments below and 2 follow jakefromstatefarm  to find out who wins statefarmstadiumchallenge  Rules st8fmbgrules Ad ,"statefarmstadiumchallenge, ad",2023-02-05,Sunday,February,2023,"['Win', 'a', 'chance', 'to', 'be', 'in', 'a', 'TikTok', 'with', 'me', 'All', 'you', 'have', 'to', 'do', 'is', '1', 'guess', 'how', 'many', 'times', 'State', 'Farm', 'Stadium', 'could', 'be', 'mentioned', 'during', 'the', 'Big', 'Game', 'in', 'the', 'comments', 'below', 'and', '2', 'follow', 'jakefromstatefarm', 'to', 'find', 'out', 'who', 'wins', 'statefarmstadiumchallenge', 'Rules', 'st8fmbgrules', 'Ad']","['Win', 'chance', 'TikTok', '1', 'guess', 'many', 'times', 'State', 'Farm', 'Stadium', 'could', 'mentioned', 'Big', 'Game', 'comments', '2', 'follow', 'jakefromstatefarm', 'find', 'wins', 'statefarmstadiumchallenge', 'Rules', 'st8fmbgrules', 'Ad']",266,"['statefarmstadiumchallenge', 'ad']"
21900000,207,8456,1900000,38,maybe I chose the wrong house TikTok dontlearnfromkhaby,dontlearnfromkhaby,2023-02-03,Friday,February,2023,"['maybe', 'I', 'chose', 'the', 'wrong', 'house', 'TikTok', 'dontlearnfromkhaby']","['maybe', 'chose', 'wrong', 'house', 'TikTok', 'dontlearnfromkhaby']",55,['dontlearnfromkhaby']
13000000,8739,1327,1300000,22,Here you go with my music album covers learnfromkhabyCapaDeAlbum albumcover,"learnfromkhaby, capadealbum, albumcover",2023-02-02,Thursday,February,2023,"['Here', 'you', 'go', 'with', 'my', 'music', 'album', 'covers', 'learnfromkhabyCapaDeAlbum', 'albumcover']","['go', 'music', 'album', 'covers', 'learnfromkhabyCapaDeAlbum', 'albumcover']",75,"['learnfromkhaby', 'capadealbum', 'albumcover']"
4900000,5712,928,2858,38,The world will never be the same without you Your passion dedication and drive were an inspiration to us all You were more than just a basketball player you were a leader a mentor a father and a friend Your effort to inspire the next generations your courage and your leadership will never be forgotten You left an indelible mark on the game and in our hearts We miss you deeply Kobe Rest in peace  ripkobe  kobebryant  mambaforever ,"ripkobe, kobebryant, mambaforever",2023-01-27,Friday,January,2023,"['The', 'world', 'will', 'never', 'be', 'the', 'same', 'without', 'you', 'Your', 'passion', 'dedication', 'and', 'drive', 'were', 'an', 'inspiration', 'to', 'us', 'all', 'You', 'were', 'more', 'than', 'just', 'a', 'basketball', 'player', 'you', 'were', 'a', 'leader', 'a', 'mentor', 'a', 'father', 'and', 'a', 'friend', 'Your', 'effort', 'to', 'inspire', 'the', 'next', 'generations', 'your', 'courage', 'and', 'your', 'leadership', 'will', 'never', 'be', 'forgotten', 'You', 'left', 'an', 'indelible', 'mark', 'on', 'the', 'game', 'and', 'in', 'our', 'hearts', 'We', 'miss', 'you', 'deeply', 'Kobe', 'Rest', 'in', 'peace', 'ripkobe', 'kobebryant', 'mambaforever']","['world', 'never', 'without', 'passion', 'dedication', 'drive', 'inspiration', 'us', 'basketball', 'player', 'leader', 'mentor', 'father', 'friend', 'effort', 'inspire', 'next', 'generations', 'courage', 'leadership', 'never', 'forgotten', 'left', 'indelible', 'mark', 'game', 'hearts', 'miss', 'deeply', 'Kobe', 'Rest', 'peace', 'ripkobe', 'kobebryant', 'mambaforever']",433,"['ripkobe', 'kobebryant', 'mambaforever']"
76600000,224,6099,6700000,26,It was a hard fought race I did not expect to win Thanks for the trophy aaakilde hkr2023 hahnenkammrennen,"hkr2023, hahnenkammrennen",2023-01-22,Sunday,January,2023,"['It', 'was', 'a', 'hard', 'fought', 'race', 'I', 'did', 'not', 'expect', 'to', 'win', 'Thanks', 'for', 'the', 'trophy', 'aaakilde', 'hkr2023', 'hahnenkammrennen']","['hard', 'fought', 'race', 'expect', 'win', 'Thanks', 'trophy', 'aaakilde', 'hkr2023', 'hahnenkammrennen']",105,"['hkr2023', 'hahnenkammrennen']"
12500000,187,4001,1300000,20,Khaby sigma khabysigma learnfromkhaby learnontiktok tiktok argenby  sigma,"khabysigma, learnfromkhaby, learnontiktok",2023-01-22,Sunday,January,2023,"['Khaby', 'sigma', 'khabysigma', 'learnfromkhaby', 'learnontiktok', 'tiktok', 'argenby', 'sigma']","['Khaby', 'sigma', 'khabysigma', 'learnfromkhaby', 'learnontiktok', 'tiktok', 'argenby', 'sigma']",73,"['khabysigma', 'learnfromkhaby', 'learnontiktok']"
38300000,236,7881,3300000,31,Rule n1 NEVER PISS OFF YOUR MOM RIP Khaby Lame mum dontlearnfromkhaby,"mum, dontlearnfromkhaby",2023-01-19,Thursday,January,2023,"['Rule', 'n1', 'NEVER', 'PISS', 'OFF', 'YOUR', 'MOM', 'RIP', 'Khaby', 'Lame', 'mum', 'dontlearnfromkhaby']","['Rule', 'n1', 'NEVER', 'PISS', 'MOM', 'RIP', 'Khaby', 'Lame', 'mum', 'dontlearnfromkhaby']",69,"['mum', 'dontlearnfromkhaby']"
7200000,121,2709,5887,42,I thought I was ready but apparently I still have to train  learnfromkhaby learnontiktok tysonfury box,"learnfromkhaby, learnontiktok, box",2023-01-08,Sunday,January,2023,"['I', 'thought', 'I', 'was', 'ready', 'but', 'apparently', 'I', 'still', 'have', 'to', 'train', 'learnfromkhaby', 'learnontiktok', 'tysonfury', 'box']","['thought', 'ready', 'apparently', 'still', 'train', 'learnfromkhaby', 'learnontiktok', 'tysonfury', 'box']",102,"['learnfromkhaby', 'learnontiktok', 'box']"
7700000,244,2645,6028,39,Following your dreams and setting goals in life can be tough at times but the feeling of accomplishment and happiness when you achieve them is unbeatable After hours of patience and hard work I finally caught my first fish first time I was fishing And just like that life reminded me that good things come to those who wait and put in the effort This truly makes the difference Dont give up on your dreams and keep pushing towards your goals You never know what amazing things youll achieve  HAPPINESS is a feeling that comes from within and no one can define it for you So when people try to tell you that youre not happy just remember that its your life and your happiness Dont let others dictate how you feel This is a new Year a new adventure a new beginning tiktokfishing  happiness followyourdreams nevergiveup,"tiktokfishing, happiness, followyourdreams, nevergiveup",2023-01-03,Tuesday,January,2023,"['Following', 'your', 'dreams', 'and', 'setting', 'goals', 'in', 'life', 'can', 'be', 'tough', 'at', 'times', 'but', 'the', 'feeling', 'of', 'accomplishment', 'and', 'happiness', 'when', 'you', 'achieve', 'them', 'is', 'unbeatable', 'After', 'hours', 'of', 'patience', 'and', 'hard', 'work', 'I', 'finally', 'caught', 'my', 'first', 'fish', 'first', 'time', 'I', 'was', 'fishing', 'And', 'just', 'like', 'that', 'life', 'reminded', 'me', 'that', 'good', 'things', 'come', 'to', 'those', 'who', 'wait', 'and', 'put', 'in', 'the', 'effort', 'This', 'truly', 'makes', 'the', 'difference', 'Dont', 'give', 'up', 'on', 'your', 'dreams', 'and', 'keep', 'pushing', 'towards', 'your', 'goals', 'You', 'never', 'know', 'what', 'amazing', 'things', 'youll', 'achieve', 'HAPPINESS', 'is', 'a', 'feeling', 'that', 'comes', 'from', 'within', 'and', 'no', 'one', 'can', 'define', 'it', 'for', 'you', 'So', 'when', 'people', 'try', 'to', 'tell', 'you', 'that', 'youre', 'not', 'happy', 'just', 'remember', 'that', 'its', 'your', 'life', 'and', 'your', 'happiness', 'Dont', 'let', 'others', 'dictate', 'how', 'you', 'feel', 'This', 'is', 'a', 'new', 'Year', 'a', 'new', 'adventure', 'a', 'new', 'beginning', 'tiktokfishing', 'happiness', 'followyourdreams', 'nevergiveup']","['Following', 'dreams', 'setting', 'goals', 'life', 'tough', 'times', 'feeling', 'accomplishment', 'happiness', 'achieve', 'unbeatable', 'hours', 'patience', 'hard', 'work', 'finally', 'caught', 'first', 'fish', 'first', 'time', 'fishing', 'like', 'life', 'reminded', 'good', 'things', 'come', 'wait', 'put', 'effort', 'truly', 'makes', 'difference', 'Dont', 'give', 'dreams', 'keep', 'pushing', 'towards', 'goals', 'never', 'know', 'amazing', 'things', 'youll', 'achieve', 'HAPPINESS', 'feeling', 'comes', 'within', 'one', 'define', 'people', 'try', 'tell', 'youre', 'happy', 'remember', 'life', 'happiness', 'Dont', 'let', 'others', 'dictate', 'feel', 'new', 'Year', 'new', 'adventure', 'new', 'beginning', 'tiktokfishing', 'happiness', 'followyourdreams', 'nevergiveup']",816,"['tiktokfishing', 'happiness', 'followyourdreams', 'nevergiveup']"
