views,comments,shares,likes,duration,captions,hashtags,created_at
108٫3,78,319,13٫5,8,#foryoupage #foryou #comdey #uomonero,"foryoupage, foryou, comdey, uomonero",5/12/2020
188٫2,44,322,17٫9,7,Dietro un telefono tutti bravi confermate ?#foryoupage #foryou #comdey,"foryoupage, foryou, comdey",5/12/2020
414٫4,109,310,53٫5,10,Toccami tutto ma non le scarpe #nike #foryoupage #foryou @sferaebbasta,"nike, foryoupage, foryou",5/11/2020
171٫1,71,759,22,15,Perché baby 😕#foryoupage #foryou,"foryoupage, foryou",5/11/2020
133٫6,69,548,18٫4,8,Cosa combini salvo #ciseicifai #foryoupage #foryou,"ciseicifai, foryoupage, foryou",5/11/2020
453٫2,751,2٫596,68٫5,6,Che vita che deve fare l’uomo nero #smartwork #foryoupage #foryou,"smartwork, foryoupage, foryou",5/10/2020
126,80,275,15٫8,6,#nopressure #clonesquad #foryoupage #foryou,"nopressure, clonesquad, foryoupage, foryou",5/9/2020
403٫6,167,922,54٫8,15,Cosa hai combinato mamma #nopressure #police #comdey #foryoupage #foryou,"nopressure, police, comdey, foryoupage, foryou",5/9/2020
138٫7,64,527,16٫4,8,Ditemi che non ero l’unico #greenscreen #artattack #foryoupage #foryou @williamscopetti,"greenscreen, artattack, foryoupage, foryou",5/8/2020
295٫9,173,1٫264,45٫8,15,Mai fare arrabbiare un nerd #nopressure #distorto #foryoupage #foryou #nerd,"nopressure, distorto, foryoupage, foryou, nerd",5/8/2020
248٫5,99,646,33٫2,15,#ciseicifai #foryoupage #foryou #foryoupage #messico,"ciseicifai, foryoupage, foryou, foryoupage, messico",5/7/2020
114,74,210,12٫8,8,Mannagia  papà #comeeravamo #foryoupage #foryou #comedy,"comeeravamo, foryoupage, foryou, comedy",5/7/2020
227٫8,88,325,24٫5,8,@zioda.it #foryoupage #foryou,"foryoupage, foryou",5/6/2020
"1,200,000",572,6٫944,148٫2,8,Rip per il prof nei commenti #nopressure #foryoupage #foryou #comedy,"nopressure, foryoupage, foryou, comedy",5/6/2020
701٫4,651,3٫728,112٫7,15,#nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",5/5/2020
394٫7,170,720,56٫8,10,E sempre così 😕#foryoupage #foryou #comic,"foryoupage, foryou, comic",5/5/2020
489٫8,128,210,65٫9,8,#papa #foryoupage #foryou,"papa, foryoupage, foryou",5/4/2020
122٫2,61,318,14٫9,7,Sono tornato ragazzi #foryoupage #foryou #comic,"foryoupage, foryou, comic",5/4/2020
217,131,393,35٫5,9,mica sono scemo hahah #foryoupage #foryou #nonna,"foryoupage, foryou, nonna",4/26/2020
359,273,1٫334,46٫6,12,E sempre così 😂#nopressure #foryoupage #foryou #school,"nopressure, foryoupage, foryou, school",4/25/2020
123٫6,114,109,15٫2,16,Lui è il più veloce di tutti #nopressure #foryoupage #foryou #user,"nopressure, foryoupage, foryou, user",4/25/2020
120٫5,95,119,13٫2,8,Sono sicuro che ogni mamma la detto almeno una volta #foryoupage #foryou #mamma,"foryoupage, foryou, mamma",4/24/2020
137٫7,89,630,16٫2,8,Vi e mai capitato ?😂#foryoupage #foryou,"foryoupage, foryou",4/24/2020
166٫5,164,912,21٫4,11,Cosa gli è successo al fratellino 😂😂#foryoupage#blackhumor#foryou,"foryoupage, blackhumor, foryou",4/23/2020
220٫6,239,543,30٫9,10,Pure per voi è così ?#foryoupage #foryou,"foryoupage, foryou",4/23/2020
146,111,651,20٫3,12,E sempre così #nopressure #foryoupage #perte #scuola,"nopressure, foryoupage, perte, scuola",4/22/2020
214٫9,86,677,20٫7,8,Quale la vostra materia preferita?#perte#foryoupage #foryou,"perte, foryoupage, foryou",4/22/2020
137,164,569,18,10,Vi siete mai vendicati con la vostra ex #nopressure #foryoupage #foryou,"nopressure, foryoupage, foryou",4/21/2020
438٫8,102,842,44٫4,14,#clonesquad #foryoupage #foryou #coronavirus,"clonesquad, foryoupage, foryou, coronavirus",4/20/2020
269٫5,84,226,28٫6,15,Aaaaaaaa la mamma 🤔#foryoupage #foryou #duetto,"foryoupage, foryou, duetto",4/20/2020
157٫3,124,522,18٫2,12,#foryoupage #foryou #coronavirus #ironic,"foryoupage, foryou, coronavirus, ironic",4/19/2020
129٫4,87,156,14٫5,10,Siete fidanzati ?#foryoupage #foryou #duetto #fyp,"foryoupage, foryou, duetto, fyp",4/19/2020
529٫1,218,769,52٫1,14,Siete mai stati picchiati per qualcosa di grave ? #foryoupage #ironic #foryou #duetto,"foryoupage, ironic, foryou, duetto",4/18/2020
140٫6,79,284,16٫6,8,#nopressure #foryoupage #foryou #duetto,"nopressure, foryoupage, foryou, duetto",4/18/2020
363٫4,121,1٫361,39٫9,8,Ci avete provato pure voi ?#foryoupage #foryou #duetto #discoteca,"foryoupage, foryou, duetto, discoteca",4/17/2020
955٫1,899,5٫45,92٫4,10,Pure la vostra fa così ? #nopressure #foryoupage #foryou #duetto #ps4,"nopressure, foryoupage, foryou, duetto, ps4",4/17/2020
146٫1,147,139,13٫7,8,Hahahahah ovviamente scherzo #duetto con @brancato_angelo,duetto,4/16/2020
314٫3,223,1٫135,35٫6,8,Taggate i vostri amici di giochi #ps4 #xbox #foryoupage #foryou,"ps4, xbox, foryoupage, foryou",4/15/2020
133٫8,106,237,14٫6,9,Avete pure voi una sorellastra 😂?#foryoupage #foryou #tiktok,"foryoupage, foryou, tiktok",4/15/2020
520٫8,287,3٫636,63٫4,15,Chi è il vostro rapper preferito?#eminem #foryoupage #foryou #ironic,"eminem, foryoupage, foryou, ironic",4/14/2020
323٫8,387,1٫001,32٫6,8,Che serie state guardando in questo momento?#nopressure #dragonball#foryoupage,"nopressure, dragonball, foryoupage",4/13/2020
131٫7,126,248,13,5,Finirà questa quarantena#ciseicifai #foyou #quarantena,"ciseicifai, foyou, quarantena",4/13/2020
141٫1,74,157,16,10,#coranavirus #foyou #foyoupage,"coranavirus, foyou, foyoupage",4/11/2020
125٫5,125,104,11٫1,8,#foyou #kisschallenge,"foyou, kisschallenge",4/11/2020
337٫8,98,232,47٫2,11,Vi è mai successo ?#foryoupage #ps4 #fortnite #run,"foryoupage, ps4, fortnite, run",4/10/2020
460٫2,332,856,58,15,Chi è più tosto di loro ? Scrivilo nei come #nopressure #foryoupage #tosto,"nopressure, foryoupage, tosto",4/10/2020
"1,900,000",1٫439,4٫228,191٫9,8,Ti anno mai lasciato su whatsapp ?#foryou #whatsapp #foryoupage,"foryou, whatsapp, foryoupage",4/9/2020
428٫3,171,1٫343,27٫7,5,#foryoupage #quarantena #ps4 #foryou,"foryoupage, quarantena, ps4, foryou",4/8/2020
144٫9,103,296,14٫6,15,Bruce lee mi fa un baffo #foryoupage #foryou #ninja,"foryoupage, foryou, ninja",4/8/2020
148٫3,72,171,14٫1,15,#foryoupage #tiktok,"foryoupage, tiktok",4/7/2020
188٫2,178,195,14٫6,8,,,4/7/2020
164٫2,84,111,16٫1,15,Vi è mai successo?#mcdonalds #mamma #foryoupage #viral,"mcdonalds, mamma, foryoupage, viral",4/6/2020
148٫7,85,226,14٫7,10,#playstation4 #after #foryoupage #friends,"playstation4, after, foryoupage, friends",4/6/2020
136,125,116,10٫1,10,@robpezz #trend #viral #music #tiktoktaac,"trend, viral, music, tiktoktaac",4/5/2020
134٫4,173,146,10٫1,11,Ti sono piaciuti i miei scatti ?#run #photograhy,"run, photograhy",4/5/2020
896٫3,451,852,110٫5,15,#migliaiadime #clonesquad,"migliaiadime, clonesquad",4/4/2020
472٫7,202,555,62٫9,15,#nopressure #DanceAwesome #foryoupage,"nopressure, danceawesome, foryoupage",4/4/2020
222٫6,103,160,16,9,#fyp #foryoupage,"fyp, foryoupage",4/3/2020
244٫4,820,349,16,9,#greenscreen,greenscreen,4/3/2020
819,423,2٫182,103٫1,12,Pure i vostri fratelli fanno così ?#comedy #mamma #tiktok,"comedy, mamma, tiktok",4/2/2020
"1,300,000",354,1٫615,137٫8,15,#distorto,distorto,4/2/2020
821,316,2٫517,101٫2,12,#distorto #pescedaprile,"distorto, pescedaprile",4/1/2020
180٫2,145,254,16٫2,8,Mi consigliate un film horror?#nopressure #foryou #foryoupage #italy #tiktok #featureme #featureus #halloween,"nopressure, foryou, foryoupage, italy, tiktok, featureme, featureus, halloween",4/1/2020
172٫5,138,145,13٫5,15,,,3/31/2020
350٫6,138,521,37٫3,15,#comedy #coronavirus #scuola#pandemia,"comedy, coronavirus, scuola, pandemia",3/30/2020
583٫5,230,1٫24,82٫3,9,#nopressure,nopressure,3/29/2020
"2,500,000",760,4٫014,225٫5,15,#distorto,distorto,3/29/2020
208٫4,185,252,15٫5,11,#nopressure,nopressure,3/28/2020
206٫7,141,212,16,11,,,3/28/2020
210٫5,157,252,15٫1,15,#comepensidicantare,comepensidicantare,3/27/2020
226٫7,158,196,15,7,,,3/27/2020
238٫1,240,223,14٫4,5,,,3/27/2020
259٫2,197,264,16٫7,15,Chi è il vostro personaggio scrivilo nei commenti,,3/26/2020
275٫3,189,231,18٫3,13,,,3/26/2020
353٫7,169,391,26٫3,12,,,3/25/2020
335٫3,238,409,21٫4,15,Mi è andata bene insomma #foryou #coronavirus,"foryou, coronavirus",3/25/2020
411,1٫209,1٫377,25٫3,27,#fratellobianco,fratellobianco,3/24/2020
397,343,372,21,5,,,3/24/2020
465٫2,351,331,23٫1,9,,,3/23/2020
521٫4,355,378,26٫9,9,#iorestoacasa #quarantena,"iorestoacasa, quarantena",3/22/2020
592٫7,556,619,37٫9,10,,,3/22/2020
763٫8,777,642,45,13,,,3/21/2020
901٫3,1٫32,653,50٫8,14,,,3/19/2020
"1,300,000",3٫152,867,76٫4,15,,,3/17/2020
"2,400,000",89٫6,13٫4,305٫7,15,,,3/15/2020
